ID;Name;Price;Image;URL;Quantity
50092;Włóczka DROPS Alaska mix 40 - lawendowy róż;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4954/40-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-mix-40-lawendowy-roz/125;50
85759;Włóczka DROPS Alaska mix 62 - mgła;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4972/62-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-mix-62-mgla/1187;50
32171;Włóczka DROPS Alaska mix 63 - perłowy szary;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4974/63-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-mix-63-perlowy-szary/1188;50
78448;Włóczka DROPS Alaska 57 - dżins;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4965/57-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-57-dzins/973;50
14778;Włóczka DROPS Alaska 37 - ciemnoniebieski;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4953/37-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-37-ciemnoniebieski/170;50
63449;Włóczka DROPS Alaska mix 12 - niebieski morski;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4950/12-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-mix-12-niebieski-morski-/130;50
43279;Włóczka DROPS Alaska 15 - kobalt;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4952/15-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-15-kobalt/969;50
39720;Włóczka DROPS Alaska mix 64 - morze północne;8.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4976/64-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alaska-mix-64-morze-polnocne/1775;50
67946;Włóczka DROPS Alpaca 101 - biały;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2192/101.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-101-bialy/84;50
87832;Włóczka DROPS Alpaca 100 - ecru;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2191/100.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-100-ecru/85;50
60750;Włóczka DROPS Alpaca 9036 - pszeniczny;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5646/9036-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-9036-pszeniczny/3129;50
22105;Włóczka DROPS Alpaca 2923 - złoty żółty;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2199/2923.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-2923-zloty-zolty-/105;50
24245;Włóczka DROPS Alpaca 2915 -przykurzony pomarańcz;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5004/2915.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-2915-przykurzony-pomarancz-/877;50
76804;Włóczka DROPS Alpaca mix 2925 - rdza;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2200/2925.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-mix-2925-rdza/97;50
10235;Włóczka DROPS Alpaca 3620 - czerwony;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2204/3620.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-3620-czerwony/756;50
20055;Włóczka DROPS Alpaca mix 5565 - bordowo-brązowy;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2218/5565.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-mix-5565-bordowo-brazowy/98;50
40762;Włóczka DROPS Alpaca mix 3650 - bordowy;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2205/3650.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-mix-3650-bordowy/99;50
94627;Włóczka DROPS Alpaca 3770 - malinowy róż;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5005/3770-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-3770-malinowy-roz/109;50
19686;Włóczka DROPS Alpaca  mix 9024 - ciemny blush;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2243/9024.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-mix-9024-ciemny-blush/1430;50
57592;Włóczka DROPS Alpaca  mix 9026 - blush;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2245/9026.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-mix-9026-blush/1431;50
52753;Włóczka DROPS Alpaca 3720 - średni róż;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2206/3720.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-3720-sredni-roz/108;50
93723;Włóczka DROPS Alpaca 9034 - płatek róży;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4624/9034-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-9034-platek-rozy/2716;50
37869;Włóczka DROPS Alpaca 9033 - lody truskawkowe;14.60 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4623/9033-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-9033-lody-truskawkowe/2715;50
44409;Włóczka DROPS  Alpaca Bouclé 0100 - ecru;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2487/0100-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-0100-ecru/131;50
49551;Włóczka DROPS Alpaca Bouclé mix 0602 - brąz;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2490/0602-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-mix-0602-braz/869;50
33581;Włóczka DROPS Alpaca Bouclé  mix 2020 - jasny beż;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2491/2020-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-mix-2020-jasny-bez-/132;50
97877;Włóczka DROPS Alpaca Bouclé mix 5110 - jasny szary;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2493/5110-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-mix-5110-jasny-szary/134;50
41854;Włóczka DROPS Alpaca Bouclé mix 0517 - szary;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2489/0517-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-mix-0517-szary/133;50
69225;Włóczka DROPS  Alpaca Bouclé 8903 - czarny;15.30 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2495/8903-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Alpaca-Boucle-8903-czarny/870;50
44396;Włóczka DROPS Andes 1101 - biały;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3904/1101.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-1101-bialy/724;50
65887;Włóczka DROPS Andes 9022 - wapień;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4009/9022-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-9022-wapien/2395;50
25252;Włóczka DROPS Andes 0100 - ecru;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3900/0100.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-0100-ecru/178;50
77036;Włóczka DROPS Andes mix 2920 - pomarańczowy;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3905/2920.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-2920-pomaranczowy/636;50
28410;Włóczka DROPS Andes 3946 - czerwony;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3907/3946.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-3946-czerwony/180;50
20944;Włóczka DROPS Andes mix 4276 - bladoróżowy;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3909/4276.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-4276-bladorozowy/135;50
16962;Włóczka DROPS Andes 3145 - pudrowy róż;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3906/3145.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-3145-pudrowy-roz/137;50
73265;Włóczka DROPS Andes mix 9025 - różowy piasek;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5821/9025-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-9025-rozowy-piasek/3187;50
25947;Włóczka DROPS Andes 8112 - błękitny stalowy;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3918/8112.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-8112-blekitny-stalowy/737;50
57762;Włóczka DROPS Andes 6928 - niebieski;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3913/6928.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-6928-niebieski/637;50
10941;Włóczka DROPS Andes mix 6343 - ciemnoniebieski;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3911/6343.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-6343-ciemnoniebieski/176;50
88961;Włóczka DROPS Andes 6990 - granatowy;20.50 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3914/6990.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-6990-granatowy/774;50
55413;Włóczka DROPS Andes mix 9023 - jasna morska zieleń;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5819/9023-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-9023-jasna-morska-zielen/3185;50
13081;Włóczka DROPS Andes mix 7130 - zieleń oceanu;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3915/7130.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-7130-zielen-oceanu-/136;50
43619;Włóczka DROPS Andes mix 9028 - nugat;22.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_5824/9028-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Andes-mix-9028-nugat/3190;50
54208;Włóczka DROPS Baby Merino 01 - biały;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_6a81340128589dfd401903094d9b5c01.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-01-bialy/162;50
83721;Włóczka DROPS Baby Merino 02 - ecru;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_71223fdf4588e92759923e11d0000a45.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-02-ecru/139;50
86138;Włóczka DROPS Baby Merino 44 - pudrowy;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_978b24c67c9ff4c49ab21f15181b44b1.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-44-pudrowy/146;50
86695;Włóczka DROPS Baby Merino 59 - pszeniczny;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4703/59-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-59-pszeniczny/2750;50
14545;Włóczka DROPS Baby Merino 03 - jasny żółty;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_d1a4db5e86852d73249e87fd09e8bda8.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-03-jasny-zolty/203;50
42234;Włóczka DROPS Baby Merino 04 - żółty;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_510b134170752c1488336e73e5d7c605.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-04-zolty/140;50
64475;Włóczka DROPS Baby Merino 45 - cytrynowy;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_33981ddf3aaf85915c1a2440472439aa.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-45-cytrynowy/1026;50
69660;Włóczka DROPS Baby Merino 56 - mandarynka;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_4640/56-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-56-mandarynka/2372;50
13714;Włóczka DROPS Baby Merino 36 - pomarańczowy;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_20ba83697806a7263ac5c8ea6ae634a8.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-36-pomaranczowy-/639;50
22455;Włóczka DROPS Baby Merino 16 - czerwony;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_027db30bfb973f04bb009af9ee4c9479.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-16-czerwony/631;50
74266;Włóczka DROPS Baby Merino 51 - bordowy;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2305/51.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-51-bordowy/1606;50
80832;Włóczka DROPS Baby Merino 08 - fuksja;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_9edfa5726a8c6c90fe131e5bcb98ab57.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-08-fuksja/683;50
10804;Włóczka DROPS Baby Merino 48 - blush;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_2329/baby-merino-48-2.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-48-blush/1628;50
27050;Włóczka DROPS Baby Merino 07 - różowy;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_490a2460ddbff496ac891f5d30ede830.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-07-rozowy/630;50
81914;Włóczka DROPS Baby Merino 05 - jasny róż;15.00 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_856380ae89f74667bb5e5bcf8f1f145d.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Baby-Merino-05-jasny-roz/141;50
85805;Włóczka DROPS Belle 01 - biały;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3880/01.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-01-bialy/150;50
34366;Włóczka DROPS Belle 26 - perłowy;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3879/26.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-26-perlowy/2382;50
94180;Włóczka DROPS Belle 02 - ecru;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3881/02.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-02-ecru/533;50
19881;Włóczka DROPS Belle 22 - woda różana;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3896/22.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-22-woda-rozana/1719;50
68691;Włóczka DROPS Belle 23 - krem miętowy;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3897/23.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-23-krem-mietowy/1720;50
38252;Włóczka DROPS Belle 04 - narcyz;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3883/04.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-04-narcyz/152;50
98492;Włóczka DROPS Belle 12 - cherry;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3889/12.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-12-cherry/573;50
93028;Włóczka DROPS Belle 21 - róża migdałowa;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3895/21.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-21-roza-migdalowa/1717;50
38086;Włóczka DROPS Belle 16 - malwa;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3892/16.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-16-malwa/160;50
96904;Włóczka DROPS Belle 11 - stary róż;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3888/11.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-11-stary-roz/157;50
55420;Włóczka DROPS Belle 15 - dżins;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3891/15.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-15-dzins/159;50
85108;Włóczka DROPS Belle 13 - ciemny dżins;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3890/13.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-13-ciemny-dzins/574;50
35376;Włóczka DROPS Belle 20 - granatowy;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3894/20.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-20-granatowy/577;50
40859;Włóczka DROPS Belle 17 - petrol;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3893/17.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-17-petrol/161;50
59471;Włóczka DROPS Belle 10 - zielony mech;8.80 zł;https://wloczykijki.pl/environment/cache/images/500_500_productGfx_3887/10.webp;https://wloczykijki.pl/pl/p/Wloczka-DROPS-Belle-10-zielony-mech/572;50
